Fri Dec  5 18:10:01 UTC 2025 | CPU : 0.0% | MEM : 6.74613% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 20:30:44 UTC 2025 | CPU : 0.0% | MEM : 7.24397% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:30:44 UTC 2025 | CPU : 0.0% | MEM : 7.25347% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:30:44 UTC 2025 | CPU : 0.0% | MEM : 7.24714% | DISK : 1% | LATENCY : 18.8 msms
Fri Dec  5 20:30:49 UTC 2025 | CPU : 0.0% | MEM : 7.22664% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:30:49 UTC 2025 | CPU : 0.0% | MEM : 7.22664% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:30:49 UTC 2025 | CPU : 0.0% | MEM : 7.2397% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:30:55 UTC 2025 | CPU : 0.0% | MEM : 7.28306% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:30:55 UTC 2025 | CPU : 0.6% | MEM : 7.28372% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:30:55 UTC 2025 | CPU : 0.0% | MEM : 7.28306% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 20:31:00 UTC 2025 | CPU : 0.0% | MEM : 7.27733% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:31:00 UTC 2025 | CPU : 0.0% | MEM : 7.28196% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:31:00 UTC 2025 | CPU : 0.0% | MEM : 7.28939% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:31:05 UTC 2025 | CPU : 0.0% | MEM : 7.2606% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:31:05 UTC 2025 | CPU : 0.0% | MEM : 7.2606% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:31:05 UTC 2025 | CPU : 0.6% | MEM : 7.2606% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:31:11 UTC 2025 | CPU : 0.0% | MEM : 7.25854% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:31:11 UTC 2025 | CPU : 0.0% | MEM : 7.25538% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:31:11 UTC 2025 | CPU : 0.0% | MEM : 7.26487% | DISK : 1% | LATENCY : 16.1 msms
Fri Dec  5 20:31:16 UTC 2025 | CPU : 0.0% | MEM : 7.26734% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:31:16 UTC 2025 | CPU : 0.0% | MEM : 7.2705% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:31:16 UTC 2025 | CPU : 0.0% | MEM : 7.27367% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 20:31:21 UTC 2025 | CPU : 0.6% | MEM : 7.25487% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:31:21 UTC 2025 | CPU : 0.0% | MEM : 7.25487% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:31:21 UTC 2025 | CPU : 0.0% | MEM : 7.26116% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 20:31:26 UTC 2025 | CPU : 0.0% | MEM : 7.32497% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:31:26 UTC 2025 | CPU : 0.0% | MEM : 7.28231% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:31:26 UTC 2025 | CPU : 0.0% | MEM : 7.28231% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:31:32 UTC 2025 | CPU : 0.6% | MEM : 7.27733% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:31:32 UTC 2025 | CPU : 0.6% | MEM : 7.25975% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 20:31:32 UTC 2025 | CPU : 0.6% | MEM : 7.26291% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 20:31:37 UTC 2025 | CPU : 0.0% | MEM : 7.28819% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:31:37 UTC 2025 | CPU : 0.0% | MEM : 7.28251% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:31:37 UTC 2025 | CPU : 0.0% | MEM : 7.28819% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:31:42 UTC 2025 | CPU : 0.6% | MEM : 7.24653% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:31:42 UTC 2025 | CPU : 0.6% | MEM : 7.25452% | DISK : 1% | LATENCY : 16.0 msms
Fri Dec  5 20:31:42 UTC 2025 | CPU : 0.6% | MEM : 7.24191% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:31:48 UTC 2025 | CPU : 0.0% | MEM : 7.27141% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:31:48 UTC 2025 | CPU : 0.6% | MEM : 7.26739% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:31:48 UTC 2025 | CPU : 0.6% | MEM : 7.26739% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:31:53 UTC 2025 | CPU : 0.6% | MEM : 7.25452% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:31:53 UTC 2025 | CPU : 0.6% | MEM : 7.25452% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:31:53 UTC 2025 | CPU : 0.6% | MEM : 7.25452% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:31:58 UTC 2025 | CPU : 0.6% | MEM : 7.29115% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 20:31:58 UTC 2025 | CPU : 0.6% | MEM : 7.29115% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:31:58 UTC 2025 | CPU : 0.6% | MEM : 7.29115% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:32:04 UTC 2025 | CPU : 0.0% | MEM : 7.30271% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:32:04 UTC 2025 | CPU : 0.0% | MEM : 7.30271% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:32:04 UTC 2025 | CPU : 0.0% | MEM : 7.30015% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:32:09 UTC 2025 | CPU : 0.0% | MEM : 7.25854% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:32:09 UTC 2025 | CPU : 0.6% | MEM : 7.23638% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:32:09 UTC 2025 | CPU : 0.6% | MEM : 7.23638% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:32:14 UTC 2025 | CPU : 0.0% | MEM : 7.26452% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:32:14 UTC 2025 | CPU : 0.0% | MEM : 7.25286% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:32:14 UTC 2025 | CPU : 0.0% | MEM : 7.25603% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:32:19 UTC 2025 | CPU : 0.6% | MEM : 7.26884% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:32:19 UTC 2025 | CPU : 1.2% | MEM : 7.32246% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:32:19 UTC 2025 | CPU : 0.6% | MEM : 7.26884% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:32:25 UTC 2025 | CPU : 0.6% | MEM : 7.28547% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:32:25 UTC 2025 | CPU : 0.6% | MEM : 7.25296% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:32:25 UTC 2025 | CPU : 0.0% | MEM : 7.24965% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:32:30 UTC 2025 | CPU : 0.0% | MEM : 7.23372% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:32:30 UTC 2025 | CPU : 0.0% | MEM : 7.24005% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:32:30 UTC 2025 | CPU : 0.0% | MEM : 7.23689% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:32:35 UTC 2025 | CPU : 0.0% | MEM : 7.27573% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:32:35 UTC 2025 | CPU : 0.0% | MEM : 7.28522% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:32:35 UTC 2025 | CPU : 0.0% | MEM : 7.28206% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 20:32:41 UTC 2025 | CPU : 0.0% | MEM : 7.3108% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:32:41 UTC 2025 | CPU : 0.0% | MEM : 7.27186% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:32:41 UTC 2025 | CPU : 0.0% | MEM : 7.29321% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:32:46 UTC 2025 | CPU : 0.0% | MEM : 7.32286% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:32:46 UTC 2025 | CPU : 0.0% | MEM : 7.25221% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:32:46 UTC 2025 | CPU : 0.0% | MEM : 7.25603% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 20:32:51 UTC 2025 | CPU : 0.0% | MEM : 7.27789% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 20:32:51 UTC 2025 | CPU : 0.0% | MEM : 7.2915% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:32:51 UTC 2025 | CPU : 0.0% | MEM : 7.27176% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:32:56 UTC 2025 | CPU : 0.0% | MEM : 7.25839% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 20:32:56 UTC 2025 | CPU : 0.0% | MEM : 7.27151% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:32:56 UTC 2025 | CPU : 0.0% | MEM : 7.27467% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:33:02 UTC 2025 | CPU : 0.0% | MEM : 7.26236% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:33:02 UTC 2025 | CPU : 0.0% | MEM : 7.26236% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:33:02 UTC 2025 | CPU : 0.0% | MEM : 7.24407% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:33:07 UTC 2025 | CPU : 0.6% | MEM : 7.26241% | DISK : 1% | LATENCY : 15.6 msms
Fri Dec  5 20:33:07 UTC 2025 | CPU : 0.0% | MEM : 7.25608% | DISK : 1% | LATENCY : 15.1 msms
Fri Dec  5 20:33:07 UTC 2025 | CPU : 0.6% | MEM : 7.26241% | DISK : 1% | LATENCY : 15.3 msms
Fri Dec  5 20:33:12 UTC 2025 | CPU : 0.0% | MEM : 7.26854% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:33:12 UTC 2025 | CPU : 0.0% | MEM : 7.26402% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:33:12 UTC 2025 | CPU : 0.0% | MEM : 7.26402% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:33:18 UTC 2025 | CPU : 0.0% | MEM : 7.25382% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:33:18 UTC 2025 | CPU : 0.0% | MEM : 7.25698% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 20:33:18 UTC 2025 | CPU : 0.0% | MEM : 7.26015% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:33:23 UTC 2025 | CPU : 0.0% | MEM : 7.25482% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:33:23 UTC 2025 | CPU : 0.0% | MEM : 7.25799% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:33:23 UTC 2025 | CPU : 0.6% | MEM : 7.25799% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:33:28 UTC 2025 | CPU : 0.0% | MEM : 7.2694% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 20:33:28 UTC 2025 | CPU : 0.6% | MEM : 7.2694% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:33:28 UTC 2025 | CPU : 0.6% | MEM : 7.2694% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:33:33 UTC 2025 | CPU : 0.0% | MEM : 7.28472% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:33:33 UTC 2025 | CPU : 0.0% | MEM : 7.27377% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:33:33 UTC 2025 | CPU : 0.0% | MEM : 7.2706% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:33:39 UTC 2025 | CPU : 0.0% | MEM : 7.3527% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:33:39 UTC 2025 | CPU : 0.0% | MEM : 7.30241% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:33:39 UTC 2025 | CPU : 0.0% | MEM : 7.3119% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:33:44 UTC 2025 | CPU : 0.6% | MEM : 7.26467% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:33:44 UTC 2025 | CPU : 0.0% | MEM : 7.27417% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:33:44 UTC 2025 | CPU : 0.6% | MEM : 7.26467% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:33:49 UTC 2025 | CPU : 0.0% | MEM : 7.25668% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:33:49 UTC 2025 | CPU : 0.0% | MEM : 7.25352% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:33:49 UTC 2025 | CPU : 0.0% | MEM : 7.25352% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:33:55 UTC 2025 | CPU : 0.0% | MEM : 7.26864% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:33:55 UTC 2025 | CPU : 0.0% | MEM : 7.25653% | DISK : 1% | LATENCY : 18.2 msms
Fri Dec  5 20:33:55 UTC 2025 | CPU : 0.0% | MEM : 7.26286% | DISK : 1% | LATENCY : 18.3 msms
Fri Dec  5 20:34:00 UTC 2025 | CPU : 0.6% | MEM : 7.25965% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:34:00 UTC 2025 | CPU : 0.6% | MEM : 7.26914% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:34:00 UTC 2025 | CPU : 0.6% | MEM : 7.26914% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:34:05 UTC 2025 | CPU : 0.0% | MEM : 7.22116% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:34:05 UTC 2025 | CPU : 0.0% | MEM : 7.22116% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 20:34:05 UTC 2025 | CPU : 0.0% | MEM : 7.23578% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:34:11 UTC 2025 | CPU : 1.2% | MEM : 7.28919% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 20:34:11 UTC 2025 | CPU : 1.2% | MEM : 7.28919% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:34:11 UTC 2025 | CPU : 0.0% | MEM : 7.28161% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:34:16 UTC 2025 | CPU : 0.6% | MEM : 7.27944% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:34:16 UTC 2025 | CPU : 0.6% | MEM : 7.27638% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:34:16 UTC 2025 | CPU : 0.6% | MEM : 7.28261% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:34:21 UTC 2025 | CPU : 0.0% | MEM : 7.25171% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:34:21 UTC 2025 | CPU : 0.6% | MEM : 7.30165% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:34:21 UTC 2025 | CPU : 0.0% | MEM : 7.25804% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:34:26 UTC 2025 | CPU : 0.0% | MEM : 7.25955% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:34:26 UTC 2025 | CPU : 0.0% | MEM : 7.26633% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:34:26 UTC 2025 | CPU : 0.0% | MEM : 7.25955% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 20:34:32 UTC 2025 | CPU : 0.0% | MEM : 7.29773% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:34:32 UTC 2025 | CPU : 0.0% | MEM : 7.3009% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:34:32 UTC 2025 | CPU : 0.0% | MEM : 7.29773% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:34:37 UTC 2025 | CPU : 0.6% | MEM : 7.25698% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:34:37 UTC 2025 | CPU : 0.0% | MEM : 7.24186% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:34:37 UTC 2025 | CPU : 0.0% | MEM : 7.25357% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:34:42 UTC 2025 | CPU : 0.0% | MEM : 7.25673% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:34:42 UTC 2025 | CPU : 0.0% | MEM : 7.26301% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 20:34:42 UTC 2025 | CPU : 0.0% | MEM : 7.25985% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:34:48 UTC 2025 | CPU : 0.6% | MEM : 7.25246% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:34:48 UTC 2025 | CPU : 0.6% | MEM : 7.26196% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:34:48 UTC 2025 | CPU : 1.2% | MEM : 7.26191% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:34:53 UTC 2025 | CPU : 0.6% | MEM : 7.26894% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 20:34:53 UTC 2025 | CPU : 0.6% | MEM : 7.27211% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:34:53 UTC 2025 | CPU : 0.6% | MEM : 7.26894% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:34:58 UTC 2025 | CPU : 0.6% | MEM : 7.29713% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 20:34:58 UTC 2025 | CPU : 0.6% | MEM : 7.3003% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:34:58 UTC 2025 | CPU : 0.6% | MEM : 7.29085% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:35:04 UTC 2025 | CPU : 0.0% | MEM : 7.2707% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:35:04 UTC 2025 | CPU : 0.0% | MEM : 7.27387% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:35:04 UTC 2025 | CPU : 0.0% | MEM : 7.26754% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:35:09 UTC 2025 | CPU : 0.0% | MEM : 7.2494% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:35:09 UTC 2025 | CPU : 0.0% | MEM : 7.25884% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:35:09 UTC 2025 | CPU : 0.0% | MEM : 7.24307% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:35:14 UTC 2025 | CPU : 0.6% | MEM : 7.26623% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:35:14 UTC 2025 | CPU : 0.0% | MEM : 7.28035% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:35:14 UTC 2025 | CPU : 0.0% | MEM : 7.27402% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:35:19 UTC 2025 | CPU : 0.0% | MEM : 7.27683% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:35:19 UTC 2025 | CPU : 0.0% | MEM : 7.27683% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:35:19 UTC 2025 | CPU : 0.0% | MEM : 7.26749% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:35:25 UTC 2025 | CPU : 0.0% | MEM : 7.22262% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:35:25 UTC 2025 | CPU : 0.6% | MEM : 7.23005% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 20:35:25 UTC 2025 | CPU : 0.6% | MEM : 7.23638% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:35:30 UTC 2025 | CPU : 0.0% | MEM : 7.25181% | DISK : 1% | LATENCY : 18.7 msms
Fri Dec  5 20:35:30 UTC 2025 | CPU : 0.0% | MEM : 7.24864% | DISK : 1% | LATENCY : 18.2 msms
Fri Dec  5 20:35:30 UTC 2025 | CPU : 0.0% | MEM : 7.24548% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 20:35:35 UTC 2025 | CPU : 0.0% | MEM : 7.25377% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:35:35 UTC 2025 | CPU : 0.0% | MEM : 7.25377% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:35:35 UTC 2025 | CPU : 0.0% | MEM : 7.25377% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:35:41 UTC 2025 | CPU : 0.6% | MEM : 7.25859% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:35:41 UTC 2025 | CPU : 0.0% | MEM : 7.2491% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:35:41 UTC 2025 | CPU : 0.6% | MEM : 7.25226% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:35:46 UTC 2025 | CPU : 0.0% | MEM : 7.27919% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:35:46 UTC 2025 | CPU : 0.0% | MEM : 7.27919% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:35:46 UTC 2025 | CPU : 0.0% | MEM : 7.27919% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:35:51 UTC 2025 | CPU : 1.2% | MEM : 7.24739% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 20:35:51 UTC 2025 | CPU : 0.6% | MEM : 7.24739% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:35:51 UTC 2025 | CPU : 0.6% | MEM : 7.24739% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:35:56 UTC 2025 | CPU : 0.6% | MEM : 7.26683% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:35:56 UTC 2025 | CPU : 0.6% | MEM : 7.25889% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:35:56 UTC 2025 | CPU : 0.0% | MEM : 7.26523% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:36:02 UTC 2025 | CPU : 0.0% | MEM : 7.27869% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:36:02 UTC 2025 | CPU : 0.0% | MEM : 7.27869% | DISK : 1% | LATENCY : 18.3 msms
Fri Dec  5 20:36:02 UTC 2025 | CPU : 0.0% | MEM : 7.27869% | DISK : 1% | LATENCY : 18.3 msms
Fri Dec  5 20:36:07 UTC 2025 | CPU : 0.6% | MEM : 7.26156% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:36:07 UTC 2025 | CPU : 0.6% | MEM : 7.26156% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:36:07 UTC 2025 | CPU : 0.6% | MEM : 7.26472% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:36:12 UTC 2025 | CPU : 0.0% | MEM : 7.28015% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 20:36:12 UTC 2025 | CPU : 0.0% | MEM : 7.28015% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:36:12 UTC 2025 | CPU : 0.0% | MEM : 7.27537% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:36:18 UTC 2025 | CPU : 0.0% | MEM : 7.2509% | DISK : 1% | LATENCY : 18.7 msms
Fri Dec  5 20:36:18 UTC 2025 | CPU : 0.0% | MEM : 7.2509% | DISK : 1% | LATENCY : 18.0 msms
Fri Dec  5 20:36:18 UTC 2025 | CPU : 0.0% | MEM : 7.2509% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:36:23 UTC 2025 | CPU : 0.0% | MEM : 7.26553% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:36:23 UTC 2025 | CPU : 0.0% | MEM : 7.25925% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:36:23 UTC 2025 | CPU : 0.0% | MEM : 7.26553% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:36:28 UTC 2025 | CPU : 0.6% | MEM : 7.25638% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 20:36:28 UTC 2025 | CPU : 0.0% | MEM : 7.25955% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:36:28 UTC 2025 | CPU : 0.0% | MEM : 7.25638% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:36:33 UTC 2025 | CPU : 0.0% | MEM : 7.27085% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:36:33 UTC 2025 | CPU : 0.0% | MEM : 7.28351% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:36:33 UTC 2025 | CPU : 0.0% | MEM : 7.28351% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:36:39 UTC 2025 | CPU : 0.6% | MEM : 7.26271% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 20:36:39 UTC 2025 | CPU : 0.6% | MEM : 7.27537% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:36:39 UTC 2025 | CPU : 0.6% | MEM : 7.27537% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 20:36:44 UTC 2025 | CPU : 0.6% | MEM : 7.27784% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 20:36:44 UTC 2025 | CPU : 0.6% | MEM : 7.27467% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 20:36:44 UTC 2025 | CPU : 0.6% | MEM : 7.27784% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 20:36:49 UTC 2025 | CPU : 0.0% | MEM : 7.32004% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 20:36:49 UTC 2025 | CPU : 0.0% | MEM : 7.25899% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 20:36:49 UTC 2025 | CPU : 0.0% | MEM : 7.26216% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 20:36:55 UTC 2025 | CPU : 0.0% | MEM : 7.26899% | DISK : 1% | LATENCY : 17.1 msms
